input_file,time,rmse,mae,bucket_length,num_hash_tables,threshold,repartitions,timestamp
data/100k.csv,106.5175199508667,0.9498563401698812,0.722750945263287,2.0,1,1.2,2,20250522_232624
data/1M.csv,82.55259776115417,1.0727295796349103,0.8294101291121571,2.0,1,1.2,1,20250522_232328
data/10M.csv,212.88944363594047,1.1507601520361774,0.9394131984584864,2.0,1,1.2,1,20250522_231828
data/25M.csv,274.264256477356,1.1872585775864577,0.9663102725450756,2.0,1,1.2,1,20250522_231230
data/100k.csv,108.2539803981781,0.9743954124805276,0.7403567703213209,2.0,1,1.2,1,20250522_230601
data/1M.csv,76.78988194465637,1.0926990916490336,0.8427102297276773,2.0,1,1.2,1,20250522_230303
data/20M.csv,268.7927496433258,1.1711870662336776,0.9451567814035594,2.0,1,1.2,1,20250522_230055
data/10M.csv,147.99625992774963,1.1802471158354628,0.9421456412137488,2.0,1,1.2,1,20250522_225441
data/100k.csv,113.01797103881836,0.9458433444629496,0.7212488783318246,2.0,1,1.2,1,20250522_224103
data/1M.csv,80.53571224212645,1.1022504035624494,0.8489360624269859,2.0,1,1.2,1,20250522_223758
data/100k.csv,124.63188433647156,0.9887113573065164,0.734275428278889,2.0,1,1.2,1,20250522_223645
data/20M.csv,349.80562663078314,1.1756158275283162,0.9274890105314308,2.0,1,1.2,1,20250522_223542
data/1M.csv,125.84180521965028,1.0997214627832517,0.8508918455050474,2.0,1,1.2,1,20250522_223326
data/10M.csv,415.86140823364263,1.1835776650379322,0.8977528515227471,2.0,1,1.2,1,20250522_222757
data/10M.csv,217.7471187114716,1.177944506458965,0.9136847510701308,2.0,1,1.2,1,20250522_222617
data/25M.csv,439.84241676330566,1.187121377312634,0.966460384991588,2.0,1,1.2,1,20250522_222130
data/100k.csv,133.75792598724362,0.9547085692393568,0.723678605474736,2.0,1,1.2,1,20250522_221143
data/100k.csv,118.31629824638368,0.9590458261218732,0.7267226515955739,2.0,1,1.2,1,20250522_221124
data/1M.csv,87.68608403205872,1.136920875895565,0.8481854385378726,2.0,1,1.2,1,20250522_220814
data/10M.csv,325.3261713981628,1.1753059808428148,0.9142027360741772,2.0,1,1.2,1,20250522_220115
data/10M.csv,235.40106773376465,1.1774241221188533,0.9362872748295143,2.0,1,1.2,1,20250522_220011
data/100k.csv,107.75880360603333,0.9478402479514952,0.7218823670326142,2.0,1,1.2,1,20250522_213446
data/1M.csv,77.58430886268616,1.1047561005841302,0.8493431030894186,2.0,1,1.2,1,20250522_213149
data/20M.csv,290.7647709846497,1.1767711881832683,0.937538955490412,2.0,1,1.2,1,20250522_212939
data/10M.csv,246.42643761634827,1.1764855812044015,0.9064856941674856,2.0,1,1.2,1,20250522_212129
data/100k.csv,107.37548661231996,0.9532124389072584,0.721646679358692,2.0,1,1.2,1,20250522_211141
data/1M.csv,73.1562554836273,1.0678274403117072,0.8244219939082832,2.0,1,1.2,1,20250522_210844
data/10M.csv,120.60309457778928,1.176462272477201,0.9430151103572156,2.0,1,1.2,1,20250522_210231
data/25M.csv,413.27896761894226,1.1872358169298232,0.9662215319751064,2.0,1,1.2,8,20250522_154714
data/25M.csv,398.9274413585663,1.1870455147690382,0.9662405469214084,2.0,1,1.2,4,20250522_153702
data/20M.csv,425.9744372367859,1.1764951116596851,0.9510593290150706,2.0,1,1.2,16,20250522_150916
data/20M.csv,374.7238426208496,1.1751452505683389,0.9497067911721556,2.0,1,1.2,8,20250522_145915
data/20M.csv,334.6061420440674,1.1756614881734535,0.9502273504376046,2.0,1,1.2,4,20250522_145013
data/20M.csv,345.7618474960327,1.1758529239834583,0.9505103850609036,2.0,1,1.2,2,20250522_144156
data/20M.csv,326.1795599460602,1.1765039658786285,0.9511082973089392,2.0,1,1.2,1,20250522_143305
